url,prof_logica,prof_fisica,tipo
https://www.ebay.com/itm/198309858629?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007374,2,2,dinamica
https://www.ebay.com/itm/198305053246?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007374,2,2,dinamica
https://www.ebay.com/itm/388423713115?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000012156,2,2,dinamica
https://www.ebay.com/itm/389987233627?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000012156,2,2,dinamica
https://www.ebay.com/itm/389891560155?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000012156,2,2,dinamica
https://www.ebay.com/itm/388806442154?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000012156,2,2,dinamica
https://www.ebay.com/itm/297605978587?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007519,2,2,dinamica
https://www.ebay.com/itm/306748405085?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007519,2,2,dinamica
https://www.ebay.com/itm/178047146529?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007519,2,2,dinamica
https://www.ebay.com/itm/356728599931?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007519,2,2,dinamica
https://www.ebay.com/itm/267607198877?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007373,2,2,dinamica
https://www.ebay.com/itm/383509044329?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007373,2,2,dinamica
https://www.ebay.com/itm/387930788302?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007373,2,2,dinamica
https://www.ebay.com/itm/389768393593?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007373,2,2,dinamica
https://www.ebay.com/globaldeals/tecnologia/audio-portatil-y-audifonos,2,3,estatica
https://www.ebay.com/,2,0,estatica
https://www.ebay.com/help/buying,2,2,estatica
https://www.ebay.com/help/selling,2,2,estatica
https://www.ebay.com/help/account,2,2,estatica
https://www.ebay.com/help/returns-refunds,2,2,estatica
https://www.ebay.com/help/ship-track,2,2,estatica
https://www.ebay.com/help/fees-billing,2,2,estatica
https://www.ebay.com/mys/overview,2,2,estatica
https://www.ebay.com/sl/prelist/suggest,2,3,estatica
https://www.ebay.com/sl/tof/business-selling,2,3,estatica
https://www.ebay.com/str/ebayshippingsupplies,2,2,estatica
